0	0.0346224	8	8	5.87689	8	7.76393	6	7.76393	8	6	3596	4272	0.876892	4271	4272	0.763931	4246	4272	0.763931
1	0.322991	8	8.22475	5.77525	7.29289	8.70711	6	8	9	5.52786	3597	4272	0.775253	4247	4272	0.292892	3597	4273	0.527863
2	0.142547	8	9	5.52786	7.29289	8.70711	6	7.17157	9	6	3597	4273	0.527863	4247	4272	0.292892	4247	4273	0.17157
3	0.032234	8	8	5.87689	7.76393	8	6	8	8.22475	5.77525	3596	4272	0.876892	4246	4272	0.763931	3597	4272	0.775253
4	0.166491	8	8.22475	5.77525	7.76393	8	6	7.29289	8.70711	6	3597	4272	0.775253	4246	4272	0.763931	4247	4272	0.292892
5	0.25393	8	9.56155	5.43845	7	10	6	8	10	5.41742	3598	4273	0.438446	4248	4273	0	3598	4274	0.417419
6	0.270278	8	9	5.52786	7.17157	9	6	8	9.56155	5.43845	3597	4273	0.527863	4247	4273	0.17157	3598	4273	0.438446
7	0.543101	8	9.56155	5.43845	7.17157	9	6	7	10	6	3598	4273	0.438446	4247	4273	0.17157	4248	4273	0
8	0.228051	8	10.5495	5.45049	7.12917	10.8708	6	8	11	5.52786	3599	4274	0.450489	4249	4274	0.129169	3599	4275	0.527863
9	0.0623913	8	11	5.52786	7.12917	10.8708	6	7.17157	11	6	3599	4275	0.527863	4249	4274	0.129169	4249	4275	0.17157
10	0.318411	8	10	5.41742	7	10	6	8	10.5495	5.45049	3598	4274	0.417419	4248	4274	0	3599	4274	0.450489
11	0.467384	8	10.5495	5.45049	7	10	6	7.12917	10.8708	6	3599	4274	0.450489	4248	4274	0	4249	4274	0.129169
12	0.21132	8	11.3723	5.62772	7.43845	11.5616	6	8	12	5.87689	3600	4275	0.627716	4250	4275	0.438446	3600	4276	0.876892
13	0.0617089	8	12	5.87689	7.43845	11.5616	6	7.76393	12	6	3600	4276	0.876892	4250	4275	0.438446	4250	4276	0.763931
14	0.182247	8	11	5.52786	7.17157	11	6	8	11.3723	5.62772	3599	4275	0.527863	4249	4275	0.17157	3600	4275	0.627716
15	0.216463	8	11.3723	5.62772	7.17157	11	6	7.43845	11.5616	6	3600	4275	0.627716	4249	4275	0.17157	4250	4275	0.438446
16	0.0115851	8	12.0822	5.91779	7.87868	12.1213	6	8	12.2361	6	3601	4276	0.917789	4251	4276	0.878677	4276	4277	0.236061
17	0.0119612	8	12	5.87689	7.76393	12	6	8	12.0822	5.91779	3600	4276	0.876892	4250	4276	0.763931	3601	4276	0.917789
18	0.0118045	8	12.0822	5.91779	7.76393	12	6	7.87868	12.1213	6	3601	4276	0.917789	4250	4276	0.763931	4251	4276	0.878677
19	0.383554	9	8	5.52786	9	7.17157	6	8.22475	8	5.77525	3622	4298	0.527863	4297	4298	0.17157	3622	4272	0.775253
20	0.082393	8.22475	8	5.77525	9	7.17157	6	8.7071	7.2929	6	3622	4272	0.775253	4297	4298	0.17157	4272	4297	0.707104
21	0.032234	8	8	5.87689	8.22475	8	5.77525	8	7.76393	6	3596	4272	0.876892	3622	4272	0.775253	4271	4272	0.763931
22	0.16649	8.22475	8	5.77525	8.7071	7.2929	6	8	7.76393	6	3622	4272	0.775253	4272	4297	0.707104	4271	4272	0.763931
23	0.029979	8	8	5.87689	8	8.22475	5.77525	8.22475	8	5.77525	3596	4272	0.876892	3597	4272	0.775253	3622	4272	0.775253
24	0.0378778	8.73205	9	5.26795	9	9	5.20416	9	8.73205	5.26795	3623	4273	0.267948	3623	4299	0.204163	3623	4298	0.267948
25	0.252677	8.22475	8	5.77525	8.57735	8.57735	5.42265	9	8	5.52786	3622	4272	0.775253	3623	4272	0.422649	3622	4298	0.527863
26	0.168175	9	8	5.52786	8.57735	8.57735	5.42265	9	8.73205	5.26795	3622	4298	0.527863	3623	4272	0.422649	3623	4298	0.267948
27	0.118578	8	8.22475	5.77525	8.57735	8.57735	5.42265	8.22475	8	5.77525	3597	4272	0.775253	3623	4272	0.422649	3622	4272	0.775253
28	0.314438	8	9	5.52786	8.73205	9	5.26795	8	8.22475	5.77525	3597	4273	0.527863	3623	4273	0.267948	3597	4272	0.775253
29	0.107277	8	8.22475	5.77525	8.73205	9	5.26795	8.57735	8.57735	5.42265	3597	4272	0.775253	3623	4273	0.267948	3623	4272	0.422649
30	0.0827173	8.57735	8.57735	5.42265	8.73205	9	5.26795	9	8.73205	5.26795	3623	4272	0.422649	3623	4273	0.267948	3623	4298	0.267948
31	0.220556	8	9	5.52786	8	9.56155	5.43845	8.73205	9	5.26795	3597	4273	0.527863	3598	4273	0.438446	3623	4273	0.267948
32	0.00674806	8.87083	10	5.12917	9	10	5.10101	9	9.89792	5.10208	3624	4274	0.129169	3624	4300	0.101013	3624	4299	0.102081
33	0.120419	8.73205	9	5.26795	8.86852	9.86852	5.13148	9	9	5.20416	3623	4273	0.267948	3624	4273	0.131481	3623	4299	0.204163
34	0.0605508	9	9	5.20416	8.86852	9.86852	5.13148	9	9.89792	5.10208	3623	4299	0.204163	3624	4273	0.131481	3624	4299	0.102081
35	0.375477	8	9.56155	5.43845	8.86852	9.86852	5.13148	8.73205	9	5.26795	3598	4273	0.438446	3624	4273	0.131481	3623	4273	0.267948
36	0.201301	8	10	5.41742	8.87083	10	5.12917	8	9.56155	5.43845	3598	4274	0.417419	3624	4274	0.129169	3598	4273	0.438446
37	0.0601093	8	9.56155	5.43845	8.87083	10	5.12917	8.86852	9.86852	5.13148	3598	4273	0.438446	3624	4274	0.129169	3624	4273	0.131481
38	0.00881735	8.86852	9.86852	5.13148	8.87083	10	5.12917	9	9.89792	5.10208	3624	4273	0.131481	3624	4274	0.129169	3624	4299	0.102081
39	0.252443	8	10	5.41742	8	10.5495	5.45049	8.87083	10	5.12917	3598	4274	0.417419	3599	4274	0.450489	3624	4274	0.129169
40	0.0240283	8.73205	11	5.26795	9	11	5.20416	9	10.8284	5.17157	3625	4275	0.267948	3625	4301	0.204163	3625	4300	0.17157
41	0.0521505	8.87083	10	5.12917	8.7863	10.7863	5.2137	9	10	5.10101	3624	4274	0.129169	3625	4274	0.213699	3624	4300	0.101013
42	0.0908339	9	10	5.10101	8.7863	10.7863	5.2137	9	10.8284	5.17157	3624	4300	0.101013	3625	4274	0.213699	3625	4300	0.17157
43	0.336186	8	10.5495	5.45049	8.7863	10.7863	5.2137	8.87083	10	5.12917	3599	4274	0.450489	3625	4274	0.213699	3624	4274	0.129169
44	0.177252	8	11	5.52786	8.73205	11	5.26795	8	10.5495	5.45049	3599	4275	0.527863	3625	4275	0.267948	3599	4274	0.450489
45	0.0969934	8	10.5495	5.45049	8.73205	11	5.26795	8.7863	10.7863	5.2137	3599	4274	0.450489	3625	4275	0.267948	3625	4274	0.213699
46	0.0250676	8.7863	10.7863	5.2137	8.73205	11	5.26795	9	10.8284	5.17157	3625	4274	0.213699	3625	4275	0.267948	3625	4300	0.17157
47	0.149147	8	11	5.52786	8	11.3723	5.62772	8.73205	11	5.26795	3599	4275	0.527863	3600	4275	0.627716	3625	4275	0.267948
48	0.164285	8.22475	12	5.77525	9	12	5.52786	9	11.6225	5.3775	3626	4276	0.775253	3626	4302	0.527863	3626	4301	0.377499
49	0.0755903	8.73205	11	5.26795	8.52753	11.5275	5.47247	9	11	5.20416	3625	4275	0.267948	3626	4275	0.472473	3625	4301	0.204163
50	0.157261	9	11	5.20416	8.52753	11.5275	5.47247	9	11.6225	5.3775	3625	4301	0.204163	3626	4275	0.472473	3626	4301	0.377499
51	0.169437	8	11.3723	5.62772	8.52753	11.5275	5.47247	8.73205	11	5.26795	3600	4275	0.627716	3626	4275	0.472473	3625	4275	0.267948
52	0.0823247	8	12	5.87689	8.22475	12	5.77525	8	11.3723	5.62772	3600	4276	0.876892	3626	4276	0.775253	3600	4275	0.627716
53	0.169523	8	11.3723	5.62772	8.22475	12	5.77525	8.52753	11.5275	5.47247	3600	4275	0.627716	3626	4276	0.775253	3626	4275	0.472473
54	0.143163	8.52753	11.5275	5.47247	8.22475	12	5.77525	9	11.6225	5.3775	3626	4275	0.472473	3626	4276	0.775253	3626	4301	0.377499
55	0.011132	8	12	5.87689	8	12.0822	5.91779	8.22475	12	5.77525	3600	4276	0.876892	3601	4276	0.917789	3626	4276	0.775253
56	0.174179	9	12.3166	5.68337	8.43845	12.5616	6	9	12.8284	6	3627	4302	0.683372	4277	4302	0.438446	4302	4303	0.828423
57	0.0560284	8.22475	12	5.77525	8.11964	12.1196	5.88036	9	12	5.52786	3626	4276	0.775253	3627	4276	0.880363	3626	4302	0.527863
58	0.162091	9	12	5.52786	8.11964	12.1196	5.88036	9	12.3166	5.68337	3626	4302	0.527863	3627	4276	0.880363	3627	4302	0.683372
59	0.0109358	8	12.0822	5.91779	8.11964	12.1196	5.88036	8.22475	12	5.77525	3601	4276	0.917789	3627	4276	0.880363	3626	4276	0.775253
60	0.0113311	8	12.0822	5.91779	8	12.2361	6	8.11964	12.1196	5.88036	3601	4276	0.917789	4276	4277	0.236061	3627	4276	0.880363
61	0.191663	9	12.3166	5.68337	8.11964	12.1196	5.88036	8.43845	12.5616	6	3627	4302	0.683372	3627	4276	0.880363	4277	4302	0.438446
62	0.0556	8.11964	12.1196	5.88036	8	12.2361	6	8.43845	12.5616	6	3627	4276	0.880363	4276	4277	0.236061	4277	4302	0.438446
